GeneId	SRR4423201_rep1	SRR4423202_rep2	SRR4423203_rep3	SRR4423204_rep4
Gm24656	0	0	0	0
Gm49191	0	0	0	0
Gm6533	3	2	2	1
Gm48915	0	0	0	0
Gm23980	0	0	0	0
Gm48916	0	0	0	0
Gm18582	0	0	0	0
Gm48918	0	0	0	0
Gm48919	0	0	0	0
Gm8408	0	0	0	0
Gm49729	0	0	0	0
Gm36147	0	2	0	0
4930540I17Rik	0	0	0	0
Gm48920	0	4	0	1
Gm48921	0	0	0	0
Gm2803	18	28	0	46
Gm22810	0	0	0	0
Gm35769	0	0	0	0
Gm2824	0	0	7	5
Gm35996	0	14	14	12
9230109A22Rik	47	70	58	38
5830426I08Rik	0	0	0	0
Gm38341	0	0	0	0
4930445E18Rik	14	24	12	0
Basp1	1360	6368	1856	2562
Gm5468	0	6	0	0
Gm48956	0	0	0	0
Gm5468	0	6	0	0
Gm36642	0	0	0	0
Myo10	1947	4958	1893	2177
Gm48996	22	10	0	6
Gm2862	0	2	0	0
Gm4824	3	24	2	26
Retreg1	535	1256	456	611
Mir7212	0	0	0	0
Zfp622	526	1025	274	434
Gm41279	0	6	0	0
Marchf11	214	473	160	248
Fbxl7	0	6	0	6
Gm49267	0	0	0	0
9430068D22Rik	0	0	0	0
Gm49265	0	0	0	0
Gm49268	0	0	0	0
Gm6330	1	0	0	0
Gm49266	0	0	0	0
Gm6576	0	1	1	4
Gm23903	0	0	0	0
Gm19111	0	0	0	0
Gm36899	0	2	0	0
Ank	121	295	133	244
Tiaf2	0	6	0	0
B230362B09Rik	0	0	0	2
Otulin	91	258	146	195
Mir7117	0	0	0	0
Gm46506	0	0	0	0
Otulinl	113	109	14	42
Trio	32153	62127	21275	34104
Gm9891	0	47	25	30
Gm20555	0	10	0	6
Gm19883	0	0	0	0
Gm31458	24	88	44	25
Gm8472	0	0	0	0
Gm49233	0	0	0	0
Gm49234	0	0	0	0
Dnah5	326	506	63	255
Gm49278	0	0	0	0
Gm49279	0	0	0	0
Gm8484	0	0	0	0
Gm49280	0	0	0	0
Mir3964	0	0	0	0
Gm23033	0	0	0	0
Gm49281	0	0	0	0
Gm24554	0	0	0	0
Gm23327	0	0	0	0
Gm5212	0	0	0	0
Gm26163	0	0	0	0
Ctnnd2	651	1403	696	554
Gm49283	0	0	0	0
5S_rRNA	0	0	0	0
4930570B17Rik	0	6	0	0
Gm24487	0	0	0	0
9630009A06Rik	0	2	0	0
4930430F21Rik	0	0	0	0
Gm26416	0	0	0	0
Dap	450	1389	543	737
Fam136b-ps	0	0	1	0
Gm49296	16	2	0	6
Ankrd33b	0	4	0	8
Gm49300	0	0	0	0
Ropn1l	566	1374	480	800
Gm6361	0	7	0	0
Gm49208	19	46	0	10
Marchf6	920	1822	836	685
Gm49214	0	4	0	16
Gm49216	0	7	0	0
Gm49215	20	0	0	0
Cmbl	10	17	0	6
Cct5	861	1413	788	887
Atpsckmt	42	204	108	96
Gm49284	26	14	18	0
Gm46522	1	1	0	0
Gm18003	34	6	0	0
Gm49285	0	0	0	0
Tas2r119	0	0	0	0
4930518I17Rik	0	0	0	0
Snhg18	0	7	17	13
Snord123	0	0	0	0
Sema5a	168	357	232	291
4930465K09Rik	0	11	0	8
Gm41289	0	2	0	0
Gm32618	0	4	0	0
Sdc2	62	208	69	106
Gm32764	136	249	49	147
Cpq	472	1130	599	557
1700084J12Rik	0	12	5	23
5S_rRNA	0	0	0	0
4930592A05Rik	0	7	0	8
Tspyl5	51	121	66	71
Gm49088	0	0	0	0
Gm49089	0	0	0	0
Gm9643	0	0	0	0
Gm41290	16	4	0	0
Gm49091	0	0	0	0
Mtdh	895	2210	857	1126
9930017N22Rik	0	24	9	7
ENSMUSG00002075329	0	3	0	0
Laptm4b	304	968	473	572
Gm18949	0	5	0	2
ENSMUSG00002076372	0	0	0	0
Matn2	14	66	54	34
9430069I07Rik	0	0	0	2
Rpl30	87	220	144	139
Gm24523	0	0	0	0
D730044K07Rik	0	15	0	25
Erich5	12	20	0	16
Gm49188	0	10	0	0
Rida	111	257	78	145
Pop1	59	82	160	97
Gm49195	0	0	0	0
Gm22208	0	0	0	0
Nipal2	62	336	243	117
4930413F20Rik	2	49	8	22
Gm48932	0	0	0	0
Kcns2	0	3	0	0
Stk3	35	176	83	127
Gm33497	28	22	0	10
Osr2	14	16	0	8
BC048602	0	0	0	0
4921515G04Rik	0	12	18	4
Vps13b	3635	6529	3187	3749
Gm24771	0	2	0	0
Gm48966	0	0	0	2
Gm7968	0	4	0	0
Mir599	0	0	0	0
Mir875	0	0	0	0
Gm18994	0	20	0	0
9130002K18Rik	0	14	0	10
Gm48965	16	11	0	0
Gm48961	0	0	0	2
Cox6c	270	570	313	400
Rgs22	2366	4616	1665	2860
7SK	0	0	0	0
Gm18889	0	11	34	18
Fbxo43	40	43	30	12
Gm22979	0	1	0	0
Polr2k	14	91	52	39
Spag1	211	461	133	285
Gm23754	0	4	0	0
Gm41293	0	0	0	0
Rnf19a	2992	4762	1521	2956
Mir8097	0	0	0	0
Gm9501	0	0	0	0
Rpl7a-ps3	1	0	0	0
Gm33936	98	262	22	66
Gm34150	0	0	0	0
Gm34093	0	4	0	0
Gm49224	0	0	0	0
Ankrd46	255	568	192	280
Gm49246	0	2	0	0
Snx31	55	93	57	28
ENSMUSG00002075717	0	0	0	0
Pabpc1	2797	5773	2173	3366
Gm49262	0	0	0	0
Gm6704	0	0	0	0
Gm46515	0	0	0	0
Gm10385	0	10	0	0
Gm49263	11	7	0	12
Ywhaz	1175	2743	1253	1357
ENSMUSG00002074946	0	0	0	0
Gm49282	0	18	21	10
Gm10384	0	0	0	0
Gm41300	12	55	0	47
Gm34590	26	8	0	0
Zfp706	573	1037	649	674
Gm26766	20	76	26	35
Gm9509	0	6	0	0
Gm8664	0	0	0	0
Gm16136	271	725	270	388
Grhl2	727	1857	894	736
Gm16137	0	8	0	10
Gm16138	0	6	39	16
Ncald	24	93	96	78
Gm28221	0	0	0	0
ENSMUSG00002076649	0	0	0	0
Gm15941	0	2	12	4
Gm8668	0	0	0	0
4930447A16Rik	0	8	0	0
Gm49397	0	0	0	0
Gm3267	0	0	0	0
Gm49311	0	0	0	0
Gm24833	0	0	0	0
Gm15942	0	0	0	0
Gm15940	0	0	0	0
Rps19-ps5	0	0	0	0
Gm35019	0	4	0	0
Rrm2b	180	241	115	114
Gm3362	2	3	0	0
Gm49085	0	4	0	0
Ubr5	10141	19941	6551	11061
Gm22353	0	0	0	0
Gm49312	0	3	16	0
Gm35167	0	0	0	0
Odf1	31436	47413	20845	30098
Gm5213	0	0	0	0
ENSMUSG00002075169	0	0	0	0
Gm49313	20	23	0	8
Gm8705	0	0	0	0
Gm49314	0	0	0	0
Klf10	200	306	131	142
Gm35248	0	0	0	0
Gm41307	0	0	0	0
G930009F23Rik	0	15	0	8
Azin1	1199	2154	1118	750
Mir6951	0	1	0	0
Gm49077	111	170	10	69
2310043O21Rik	20	11	0	0
Gm29697	0	0	21	8
Gm49090	0	0	0	0
Siah1-ps2	0	0	1	0
1100001I12Rik	0	0	0	0
Atp6v1c1	397	804	224	319
Gm45924	0	6	0	0
Baalc	0	0	0	0
Gm49097	0	0	0	0
Gm4740	1	13	0	22
Gm26704	12	0	0	0
Fzd6	152	620	273	210
Gm49786	0	0	0	0
Gm24789	0	0	0	0
Gm49105	0	0	0	0
Cthrc1	0	1	0	0
Slc25a32	48	146	102	70
Dcaf13	92	180	44	48
5S_rRNA	0	0	0	0
Gm9522	0	5	0	0
Rims2	1278	3175	1409	1816
ENSMUSG00002076488	0	1	0	0
Dcstamp	0	2	0	0
Dpys	0	6	0	0
Gm16291	0	0	0	0
Lrp12	92	269	12	150
AU022793	0	0	0	6
Gm49253	0	0	0	0
Gm49254	0	0	0	0
Gm49255	0	0	0	0
Gm33251	0	0	0	0
9330182O14Rik	0	0	0	0
Gm33301	0	10	0	4
ENSMUSG00002075835	0	0	0	0
Gm41311	0	19	0	0
Gm16294	0	0	0	0
Gm7382	9	14	20	0
Zfpm2	55	257	18	88
Gm49525	0	0	0	0
Gm49526	0	0	0	0
Gm49524	0	0	0	0
4930555K19Rik	0	2	0	0
Gm49529	0	0	0	0
Oxr1	1479	3132	1257	1975
Gm26854	14	2	20	1
Abra	0	0	0	0
Gm5469	1	0	0	0
Gm24751	0	0	0	0
Gm5470	0	3	1	4
Gm49439	0	0	0	0
Gm49438	0	0	0	0
Gm49440	0	0	0	0
Gm49441	0	0	0	0
Gm18531	0	0	0	0
Gm49452	0	0	0	0
Gm18092	0	0	0	0
Gm49453	0	0	0	0
Angpt1	0	1	0	0
Gm17473	0	0	0	0
Rspo2	0	2	0	0
Gm9658	0	0	0	0
7SK	0	0	0	0
Eif3e	176	315	278	132
Gm49271	0	1	0	0
Gm10373	0	0	0	0
Emc2	93	276	225	120
Gm2140	0	0	0	0
Tmem74	0	4	0	0
Trhr	0	0	0	0
Gm7459	0	0	0	0
Gm19235	0	0	0	0
Gm24903	0	0	0	0
Gm25093	0	0	0	0
Nudcd1	76	226	185	134
Eny2	60	107	120	56
Gm22392	0	0	0	0
Pkhd1l1	38	65	44	46
Ebag9	595	1246	198	602
Sybu	0	2	0	8
A930017M01Rik	0	2	0	0
U6	0	0	0	0
Gm23343	0	0	0	0
Gm18153	0	0	0	0
Gm5471	0	0	1	1
Kcnv1	0	8	0	0
Gm53014	0	0	0	0
Gm2203	0	9	0	0
Gm5472	10	137	40	54
Gm26063	0	0	0	0
Gm49075	0	4	0	0
1700022A22Rik	0	42	0	26
ENSMUSG00002075465	0	0	0	0
4930523O13Rik	8	16	0	11
Gm49079	0	0	0	0
4930548G14Rik	0	2	0	0
Gm38541	0	0	0	0
Gm23665	0	0	0	0
Gm7508	56	101	50	87
Gm2267	33	72	2	50
Csmd3	31	130	117	131
Gm16300	0	0	0	0
Gm23530	0	0	0	0
Gm25007	0	0	0	0
Gm7517	100	129	51	62
Gm49185	0	0	0	0
Gm23185	0	0	0	0
Gm2333	0	0	0	0
Gm41318	4	43	0	10
Gm23848	0	0	0	0
Gm49186	0	0	0	0
Gm49198	0	0	0	0
Trps1	298	563	327	256
Mir1907	0	2	0	0
Gm48913	0	0	0	0
Gm19303	0	1	0	0
Gm2361	0	0	0	0
Gm34562	0	0	0	0
Eif3h	544	1117	524	567
Utp23	0	64	19	55
Gm34678	294	547	199	300
Gm48923	0	0	0	0
Rad21	1088	2036	1061	1014
Gm48926	0	0	0	0
Gm19236	0	0	0	0
Aard	6	0	0	0
Gm2387	1	3	1	1
Gm7543	0	1	0	1
Slc30a8	0	0	0	0
Gm41322	0	0	0	0
Rpl15-ps6	3	0	1	6
Gm23545	0	0	0	0
Gm23267	0	0	0	0
Med30	8	121	138	60
Gm34794	0	43	0	19
Ext1	74	326	62	157
Gm27926	0	0	0	0
Samd12	196	286	251	104
Gm23200	0	0	0	0
Mir28c	0	0	0	0
1700015H07Rik	0	4	0	0
Gm7489	0	8	0	10
Gm26933	0	0	0	0
Tnfrsf11b	0	2	0	0
Gm7566	0	0	0	0
Gm5215	0	0	0	0
Colec10	0	4	0	0
Gm18152	0	0	0	0
Gm20070	0	0	0	0
Mal2	406	1044	544	723
Ccn3	0	4	0	0
Gm7577	0	0	0	0
Enpp2	30	32	0	58
Gm26684	0	0	0	0
4930478E11Rik	0	18	0	16
Gm49036	0	0	0	0
Taf2	281	586	284	364
Dscc1	14	52	0	22
Gm41325	0	0	0	0
Gm9920	0	6	0	0
Deptor	186	323	113	167
Gm26296	0	0	0	0
Col14a1	22	113	41	60
1700040F17Rik	0	0	0	0
Gm18787	0	0	0	0
Gm49257	0	0	0	0
Mrpl13	64	148	66	89
Mtbp	634	909	349	602
Sntb1	13	15	0	0
Gm46516	1	3	1	0
Gm10370	0	0	0	0
Gm7595	0	0	0	0
Gm49210	0	0	0	0
Gm49211	0	0	0	0
Gm49212	0	0	0	0
Hba-ps3	0	0	0	0
Gm49213	0	2	25	0
Has2	0	0	0	0
Has2os	0	0	0	0
Gm5673	0	0	0	0
Gm2582	0	0	0	0
Gm26178	0	0	0	0
Slc22a22	0	6	0	6
Gm49229	0	0	0	0
Gm18094	0	0	0	0
Gm49235	0	0	0	0
Zhx2	230	236	236	223
Gm16006	0	2	0	0
9330154K18Rik	0	2	0	0
Derl1	506	1101	508	702
Tbc1d31	302	468	194	269
Fam83a	12	53	33	43
9130401M01Rik	26	69	20	49
Gm29394	0	0	0	9
Gm22299	0	1	0	0
Zhx1	232	399	197	143
Atad2	161	250	76	155
Wdyhv1	23	32	5	42
Gm23475	0	0	0	0
Gm22488	0	0	0	0
Fbxo32	54	62	94	78
Gm15943	0	0	0	0
Klhl38	0	0	0	0
Anxa13	1807	3569	1590	1807
Gm2675	8	24	0	0
Fam91a1	4025	8549	6674	3694
Fer1l6	79	161	76	45
7SK	0	0	0	0
Gm20712	0	14	0	4
Tmem65	259	799	338	500
Gm24041	1	6	0	0
Ube2d4	0	0	0	0
Trmt12	216	132	49	84
Rnf139	2166	3100	1545	2594
Gm49356	0	0	0	0
Tatdn1	52	107	16	76
Ndufb9	253	433	92	250
Mtss1	815	1797	969	1002
4930544F09Rik	0	23	0	0
Rpl7-ps8	2	11	1	1
Gm7691	1	0	0	1
Gm36617	0	12	0	8
Zfp572	97	41	20	30
Sqle	828	1712	585	1032
Washc5	319	581	574	269
Nsmce2	15	64	63	56
Gm36677	44	71	24	38
Trib1	537	836	243	738
Gm20150	0	2	0	0
Gm19510	11	17	0	0
Gm7708	0	0	0	0
Gm7083	0	0	0	0
Gm7713	0	0	0	0
4933412E24Rik	47	22	45	6
Gm25875	0	0	0	0
Gm2682	0	0	0	0
Gm46507	0	0	0	0
Gm4774	0	4	0	0
Gm17892	0	0	0	0
Gm6392	3	2	0	0
Gm48946	0	0	0	0
Gm23835	0	0	0	0
Gm7086	0	6	0	0
Gm48947	0	0	0	0
Lratd2	224	502	399	197
9930014A18Rik	32	83	45	20
A1bg	0	2	0	3
4930402D18Rik	0	15	40	0
Gm48951	0	2	0	0
Gm38563	0	6	0	0
Gm49497	0	0	0	0
Gm29904	0	15	9	27
Gm24696	0	0	0	0
Gm49498	0	0	0	0
D030024E09Rik	0	10	0	0
Gm18154	0	0	0	0
Gm37947	0	0	0	0
Myc	10	44	0	24
Pvt1	397	695	137	269
ENSMUSG00002076665	0	0	0	0
ENSMUSG00002075247	0	0	0	0
ENSMUSG00002075060	0	0	0	0
ENSMUSG00002076986	0	0	0	0
Macroh2a3	17	29	14	30
Gm41333	0	0	0	0
ENSMUSG00002075491	0	0	0	0
Gm22521	0	0	0	0
Tsg101-ps	1	12	3	6
Gm30159	34	57	22	38
Gm49013	0	2	0	0
Gm41335	185	181	62	114
Gm49014	0	4	0	0
Gm25702	0	1	0	0
Gm4942	8	95	0	120
Gm5473	0	1	0	0
4930449C09Rik	6	260	207	246
Gm41336	0	10	0	0
Gm49019	0	9	0	2
Gm46499	0	0	0	0
Gsdmc	0	0	0	0
1700065I16Rik	10	23	0	34
Gsdmc2	0	2	0	0
Gsdmcl1	0	1	17	10
Gsdmc3	0	0	0	0
Gsdmcl2	0	11	0	11
Gsdmc4	10	8	6	14
Gsdmcl-ps	30	44	28	77
Cyrib	115	305	101	173
Gm25628	0	0	0	0
Asap1	1430	2308	645	1463
Gm20717	36	127	91	51
1700010G06Rik	0	2	12	0
Gm10926	0	0	0	0
Gm30563	0	0	0	0
Gm30691	0	7	0	0
Adcy8	70	252	173	119
Gm21798	0	0	0	0
Gm21961	0	0	0	0
Gm5046	0	0	0	0
Gm49241	0	0	0	0
Gm7814	0	0	0	0
Gm49242	0	0	0	0
Gm49243	0	0	0	0
Gm23907	0	0	0	0
Efr3a	546	929	608	494
Gm20405	0	3	0	0
Oc90	0	4	0	0
Hhla1	0	15	0	0
Gm2991	0	1	1	3
Kcnq3	60	103	17	34
Gm27153	0	0	0	0
Gm27242	28	0	8	12
Gm30929	0	0	0	0
Gm19077	0	0	0	0
Lrrc6	62	146	138	115
Tmem71	92	19	71	14
Phf20l1	255	847	396	392
Tg	177	267	152	122
Gm17140	0	0	0	0
Sla	42	18	0	8
Ccn4	22	62	0	19
Ndrg1	64	50	18	14
Gm17035	0	0	0	0
Gm2895	0	0	0	0
Gm31342	0	0	0	0
St3gal1	11	40	42	12
1700012I11Rik	12	53	44	15
Gm49408	0	0	0	0
Gm49409	0	0	0	0
Zfat	236	303	128	220
Gm10240	0	0	0	0
Gm37320	0	2	0	0
Gm26621	0	4	0	0
Mir30b	0	0	0	0
Gm37296	24	8	24	2
Gm20732	0	8	0	0
Mir30d	0	0	0	0
Gm49414	0	0	0	0
Gm25987	1	0	0	0
Gm7859	3	0	0	0
Gm49415	0	0	0	0
Gm18930	0	0	0	0
Gm41341	0	2	24	0
Khdrbs3	1016	2066	944	1352
Gm49422	0	0	1	0
4930573C08Rik	0	24	20	11
4930504C09Rik	0	2	0	0
Gm24232	0	0	0	0
Gm23987	0	0	0	0
Gm19782	0	0	0	0
Gm5216	1	1	2	1
Gm18155	0	2	0	0
Gm49430	0	0	0	0
Gm19199	0	0	0	0
Gm5217	0	1	1	2
Fam135b	140	407	123	249
ENSMUSG00002076224	0	0	0	0
Gm22519	0	0	0	0
Gm2999	1	1	4	2
Col22a1	690	1600	600	1107
Gm16308	0	0	0	0
Gm49457	17	0	0	0
Gm23217	0	3	0	0
Gm24390	0	0	0	0
Kcnk9	0	0	0	0
Gm49460	0	0	0	0
Trappc9	2791	5610	3025	2483
Gm28020	0	0	0	0
Gm49459	0	0	0	0
Peg13	221	439	204	222
Gm3150	2	1	0	1
Chrac1	64	210	132	160
Ago2	1004	2212	978	983
Ptk2	769	1776	607	1074
1700085D07Rik	0	4	0	0
Mir151	0	0	0	0
Gm24787	0	0	0	0
Gm7908	4	8	3	19
Gm49066	0	18	0	0
Gm10362	0	3	1	2
Gm19811	0	0	0	0
Dennd3	1147	2575	844	1268
Slc45a4	592	865	367	493
1700010B13Rik	88	148	86	92
Gpr20	6	14	0	0
Ptp4a3	13043	29222	10685	17069
Gm22106	25	4	0	0
Mroh5	4654	11850	3719	6187
Ndufb4c	0	0	0	0
Gm6569	58	192	107	76
Gm32405	0	0	0	0
Gm7935	2	3	4	7
Gm15387	0	0	0	0
Gm53029	0	2	0	0
Adgrb1	2071	5026	1465	2771
ENSMUSG00002076923	0	0	0	0
Mroh4	794	1351	605	808
Arc	206	324	171	176
Jrk	125	207	257	89
4933427E11Rik	14	78	64	20
Psca	0	27	0	13
Gm28976	0	0	0	0
Them6	139	199	136	173
Slurp1	0	2	0	0
Lypd2	0	0	0	0
Slurp2	0	0	0	0
Lynx1	18	40	21	6
Ly6d	40	28	24	10
Ly6g6g	0	0	0	0
Gm17189	0	0	0	0
Ly6k	22	92	0	22
Gml	0	87	16	69
Gml2	36	44	6	9
Cyp11b1	0	24	0	2
Cyp11b2	0	5	0	2
Ly6m	0	30	39	38
Gm6610	0	0	0	8
Gm39556	0	27	0	30
Gm29126	0	0	0	0
Ly6e	8065	20034	10100	10969
Ly6i	0	0	0	0
Gm8000	0	0	0	0
Gm37042	0	2	0	0
Ly6a	475	2080	1293	1314
Gm28068	0	3	0	9
Gm28069	0	0	0	0
Ly6c1	121	351	272	255
Gm5960	0	0	0	0
Gm28502	0	2	0	0
Ly6c2	0	0	1	0
Ly6a2	0	0	0	0
Ly6g	0	0	0	0
Gm28117	0	0	0	0
Ly6g2	0	15	0	4
Gm10238	0	11	16	7
Gm28115	0	0	0	0
Ly6f	478	1075	526	625
Gm28116	0	0	0	0
Gm3454	0	0	0	0
Gm28113	0	0	0	0
Gm29517	0	0	0	0
Gm28114	0	0	0	0
Gm3142	0	0	0	0
9030619P08Rik	0	0	0	0
Ly6l	10	2	0	0
Gm34531	0	18	0	24
Gm34593	0	8	0	0
Gm34646	0	2	0	0
Ly6h	0	0	0	0
Gpihbp1	0	0	0	4
Zfp41	67	198	147	108
Gm46519	0	1	7	0
2810039B14Rik	8	70	119	38
Top1mt	123	488	132	259
Gm15945	0	0	0	0
Rhpn1	135	354	211	141
Mafa	4	20	10	16
Zc3h3	74	253	135	103
Gm23747	0	0	0	0
Gm9568	0	0	0	0
Gsdmd	153	303	52	113
Mroh6	0	74	13	37
Naprt	115	480	127	220
Eef1d	3324	5524	2321	3710
Tigd5	169	359	104	242
Pycrl	85	259	135	208
Gfus	495	1077	629	766
Zfp623	192	228	110	84
Eif2s3x-ps1	0	26	0	0
Zfp707	182	327	42	194
Ccdc166	84	135	91	154
Mapk15	148	271	132	104
Fam83h	1455	3264	2521	1760
Iqank1	252	614	141	326
U1	0	1	0	0
Scrib	2711	6451	2939	3347
Mir6952	0	0	0	0
Puf60	869	1585	860	1015
Gm48952	0	3	0	0
Nrbp2	378	783	428	452
Gm41349	0	19	0	0
Eppk1	207	390	61	153
BC024139	0	24	21	16
Gm19945	0	0	0	0
Plec	12459	22846	10757	12097
U6	0	0	0	0
Mir1942	0	3	0	0
Parp10	730	1444	417	602
Grina	29231	63437	26228	38058
Mir6953	0	0	0	0
Mirt2	21	137	54	52
7SK	0	0	0	0
Spatc1	2237	3872	2470	3451
Mir3079	0	4	0	0
Smpd5	151	445	90	224
Oplah	5318	7697	3834	3951
Exosc4	221	477	252	292
Gpaa1	1416	2193	1386	1354
Rps6-ps1	0	1	3	0
Cyc1	1019	2129	1093	1199
Sharpin	502	989	641	515
Maf1	484	1148	446	774
Gm35339	993	2168	828	1234
Hgh1	449	902	393	629
Tssk5	204	240	53	128
Mroh1	5554	9094	4267	4507
Mir6954	0	0	0	0
Bop1	1040	1733	935	966
Scx	32	50	61	44
Hsf1	235	594	294	305
Dgat1	307	638	217	246
Scrt1	1362	3913	1042	2044
Gm49550	0	2	0	0
Tmem249	149	755	144	460
Fbxl6	453	804	176	329
Slc52a2	444	594	330	333
Adck5	1619	2850	1336	1359
Gm49413	10	62	61	17
5730521K06Rik	117	89	6	12
Cpsf1	2233	2967	1148	1220
Slc39a4	88	196	69	110
Vps28	708	1254	674	891
Tonsl	314	263	158	128
Cyhr1	2692	4816	2222	2953
Kifc2	130	152	40	102
Foxh1	32	84	55	51
Ppp1r16a	1996	4168	2075	2701
Gpt	57	127	33	106
Mfsd3	130	336	199	179
Recql4	8965	19675	5768	10098
Lrrc14	532	1201	442	351
Lrrc24	0	15	0	0
C030006K11Rik	92	211	63	124
Arhgap39	465	893	590	436
Gm17271	0	12	0	0
Zfp251	138	206	104	188
Zfp7	14	185	53	175
Gm49527	0	0	0	0
Commd5	18	5	20	0
Rpl8	2340	4455	2485	2961
Zfp647	0	24	0	0
Gm18283	0	0	0	0
1110038F14Rik	321	219	143	118
Gm35933	0	13	16	16
Gm49540	0	1	0	0
Mb	27	41	13	7
Apol6	22	10	6	8
Gm24753	0	0	4	0
Rbfox2	771	903	456	516
1700109K24Rik	9	84	37	8
4833412C15Rik	0	8	0	0
Gm49411	0	6	0	10
Gm24056	0	0	0	0
Gm49436	0	0	0	0
Gm3787	16	20	0	12
Apol7a	0	0	0	0
Gm20688	0	0	0	0
Apol9a	0	4	6	0
Apol7b	37	105	9	71
4930571N24Rik	40	121	39	52
Gm6506	0	7	0	0
Gm49551	0	0	0	0
Apol10a	0	6	0	4
Apol11a	0	15	0	2
Apol7c	0	23	23	17
1700025B11Rik	6	20	0	4
Apol10b	0	0	0	0
Gm36245	0	1	0	0
Gm8221	0	0	0	0
Apol11b	0	0	0	0
Apol10c-ps	0	0	0	0
Gm49407	0	0	0	0
Apol7e	0	0	0	0
Gm8233	0	0	0	0
Gm18911	0	1	0	0
Gm36329	0	0	0	0
Apol9b	0	6	0	0
Gm49410	0	0	0	0
Apol8	0	0	0	0
Myh9	16373	34499	13148	13712
Gm22107	0	2	0	2
Txn2	356	853	160	417
Foxred2	1103	2613	1245	1303
Eif3d	296	721	269	384
Gm17638	1	15	0	0
Cacng2	0	2	0	6
A730060N03Rik	0	4	0	0
Ift27	34	187	162	88
Gm49694	0	0	0	4
Pvalb	0	0	0	4
Ncf4	29	86	24	50
Csf2rb2	2	26	0	24
Mir7676-1	0	0	0	0
Csf2rb	0	38	0	22
Mir7676-2	0	0	0	0
Gm26329	0	0	0	0
Tex33	560	1314	665	764
Gm49481	6	24	20	4
Tst	10	92	48	70
Mpst	142	438	169	338
Gm36644	0	0	0	0
Kctd17	47	62	91	67
Tmprss6	9	10	0	20
Il2rb	0	34	0	29
C1qtnf6	5	10	0	1
Gm49490	0	1	0	0
Sstr3	17	130	0	18
Gm6723	15	4	0	0
Rac2	0	81	0	22
Gm36738	0	0	0	6
Cyth4	0	66	12	12
Elfn2	415	862	220	401
1700041B01Rik	8	58	0	23
Mfng	20	6	18	8
Card10	414	874	425	591
Gm7318	0	0	0	0
Cdc42ep1	0	20	0	29
Lgals2	0	2	0	0
Gm26634	0	2	0	0
Gga1	1082	2526	1503	1205
Mir6955	0	1	0	0
Gm49510	0	0	0	0
Sh3bp1	0	10	0	0
1700027A07Rik	0	0	0	0
Pdxp	18	44	57	10
Lgals1	38	202	77	168
Nol12	69	230	68	130
Triobp	461	792	275	695
Gm10865	18	0	0	0
Mir6956	0	0	0	0
Gm17753	0	7	0	8
Gm49544	32	42	38	18
H1f0	212	466	312	310
Gcat	28	62	0	21
Gcat	0	0	0	0
Galr3	0	34	12	15
Gm3924	0	4	0	18
Ankrd54	2623	5944	2452	3020
Gm49471	16	45	3	9
Eif3l	1854	2634	1459	1373
Gm25072	0	0	0	0
Micall1	1589	4335	1355	2292
1700088E04Rik	35	91	0	83
Polr2f	104	263	93	151
Sox10	0	14	0	4
Gm10863	34	98	139	86
Pick1	182	458	215	256
Gm49486	0	2	0	0
Slc16a8	13	10	26	8
Lgals1-ps2	0	0	0	0
Baiap2l2	16	166	0	30
Pla2g6	4868	8843	3101	4833
Gm20420	64	76	12	47
Maff	26	64	8	22
Tmem184b	120	435	296	173
Mir1943	0	0	0	0
Csnk1e	154	463	161	294
Gm16059	0	0	0	0
ENSMUSG00002076976	0	0	0	0
Gm49593	0	0	0	8
Kcnj4	14	10	0	3
Gm49552	0	0	0	0
Kdelr3	23	43	73	18
Ddx17	1842	4091	1338	2050
Dmc1	124	340	142	62
ENSMUSG00002075011	0	0	0	0
Fam227a	699	1535	276	794
Cby1	302	678	232	320
Tomm22	456	904	310	611
Josd1	443	1278	715	378
Gm49520	9	3	0	8
Gtpbp1	1137	2767	1050	1248
5S_rRNA	0	7	0	0
Sun2	2659	4392	1762	2121
Gm16575	0	6	0	9
Gm16576	19	40	0	21
Dnal4	852	2315	1119	1128
Nptxr	147	327	113	139
Npcd	0	0	0	0
Cbx6	1878	3857	1751	1804
Gm10856	0	0	0	0
Gm49412	0	2	0	0
D730005E14Rik	20	86	20	38
Apobec3	528	1263	531	707
Cbx7	264	710	491	338
Pdgfb	51	42	0	52
Mir7213	0	5	0	0
Gm41361	0	2	0	0
Rpl3	1790	2804	1369	1708
Snord83b	0	4	0	0
SNORD83A	0	0	0	0
Snord43	0	2	0	0
Gm24204	0	0	0	0
Syngr1	64	110	24	26
Tab1	178	216	54	40
Mgat3	60	170	62	92
4930588D02Rik	32	114	2	12
Gm8375	0	34	63	48
Mief1	1284	1932	989	1028
ENSMUSG00000115798	0	0	0	0
Atf4	491	962	331	526
Rps19bp1	80	144	76	97
Cacna1i	99	210	110	94
Gm31369	0	0	0	0
Enthd1	31	114	49	104
Gm23220	0	0	0	0
Gm19141	0	4	0	0
Grap2	0	16	0	6
Gm49553	0	1	0	0
Mir6957	0	0	0	0
Fam83f	34	28	21	20
A430088P11Rik	0	0	0	0
Tnrc6b	5234	12370	4449	5751
Gm49512	0	0	0	0
Mir5113	0	0	0	0
Adsl	258	628	225	346
Gm6612	0	3	10	8
Sgsm3	763	1631	672	910
