GeneId	ERR2012000_ctrol1	ERR2012001_ctrol2	ERR2012003_ctrol3	ERR2012004_ctrol4	ERR2012005_msus1	ERR2012006_msus2	ERR2012007_msus3	ERR2012008_msus4	ERR2012009_msus5	ERR2012010_msus6
Rreb1	340	125	247	93	83	441	417	410	677	71
Gm46411	21	1	5	5	0	0	0	4	1	0
Ssr1	376	182	632	176	212	615	771	529	752	176
Cage1	87	55	70	144	119	148	141	359	382	40
Riok1	54	25	48	34	9	64	65	73	104	5
ENSMUSG00002075350	0	0	0	0	0	0	0	0	0	0
Gm10129	7	1	1	1	1	6	7	5	17	0
Dsp	773	416	732	565	400	1445	1492	2274	2926	246
Snrnp48	72	11	18	7	15	84	36	47	43	9
Gm47978	5	0	0	0	0	0	0	0	2	0
Gm47990	5	0	0	0	0	0	0	0	1	0
Gm47991	11	0	0	4	0	0	0	0	0	0
Bmp6	14	2	16	7	1	12	11	18	11	0
4930579J19Rik	2	0	3	0	0	6	1	7	2	0
Txndc5	196	67	203	106	65	272	231	242	339	60
Gm47994	6	1	0	0	0	8	0	9	1	0
Gm31834	21	3	5	14	6	4	9	14	13	18
Gm48056	0	0	0	0	0	0	1	0	2	1
Gm40922	0	0	0	0	0	2	0	0	0	0
Bloc1s5	85	19	46	24	14	54	58	63	102	24
Gm47400	13	0	0	0	0	0	3	0	0	0
Eef1e1	22	6	11	15	4	43	41	39	34	10
Gm6200	0	0	0	0	0	0	0	0	3	0
Gm46392	0	8	1	1	1	7	3	4	3	0
Gm47510	16	1	5	0	0	0	0	4	2	0
Gm47511	0	0	0	3	0	2	0	0	1	0
Gm47509	36	1	3	0	0	4	2	0	3	0
7SK	0	0	0	0	0	0	0	0	0	0
Gm47530	8	0	0	0	0	0	1	0	2	0
Slc35b3	39	22	40	26	22	64	77	55	104	33
5033403F01Rik	10	1	5	4	2	5	4	2	3	0
Gm47348	21	5	1	2	0	4	0	1	1	0
Gm3509	33	0	0	0	1	0	2	0	4	0
Gm47349	7	0	0	0	0	0	0	4	0	0
Gm47351	0	0	0	0	0	14	0	0	0	0
Gm47352	22	3	0	3	0	3	0	1	0	0
Gm32243	16	2	1	0	0	0	0	1	1	0
Gm5195	18	1	0	0	0	3	0	0	0	0
Gm40923	0	0	0	1	0	0	0	0	0	0
A230103O09Rik	9	0	0	1	0	1	1	5	6	0
Gm47361	0	0	0	0	0	0	0	6	0	0
Gm23972	9	0	0	0	0	0	0	4	0	0
Gm47316	17	0	2	0	0	6	0	13	0	0
Ofcc1	0	4	5	1	2	6	0	12	1	0
Gm8352	0	1	1	7	0	1	1	0	0	0
Gm47038	3	0	1	0	0	0	0	0	0	0
Gm47039	7	0	0	0	1	0	0	0	0	0
Gm47041	6	1	0	0	0	6	1	0	5	0
Gm9979	16	1	3	8	0	9	2	8	4	0
Tfap2a	73	30	62	15	17	62	67	77	128	11
Gm47061	7	4	2	0	1	10	7	9	14	0
Gm26688	11	2	2	0	1	0	1	2	0	0
Gm47067	2	0	1	2	0	8	2	3	4	0
Gm48107	0	0	0	0	0	0	0	0	0	0
Gm6245	0	0	1	0	0	2	0	0	2	0
Gm7201	0	1	0	3	0	2	0	1	4	0
Gm35160	3	0	0	0	0	4	0	0	1	0
Gcnt2	48	17	31	15	14	50	42	67	66	9
Mir5124a	0	0	0	0	0	0	0	0	0	0
Gm48192	4	0	0	0	0	0	0	0	0	0
Gm31683	3	0	1	0	0	0	1	5	5	4
Gm48188	0	0	1	3	0	8	0	0	0	0
5530402G07Rik	0	0	1	4	0	0	0	0	0	0
A730081D07Rik	16	1	2	0	1	0	0	0	0	0
Pak1ip1	100	29	73	64	52	196	159	77	194	76
Tmem14c	83	26	52	38	19	73	78	19	100	7
Mak	48	12	12	5	6	18	8	7	27	0
Gm48344	0	0	0	0	0	1	0	0	2	0
Gcm2	26	3	2	2	0	5	0	6	0	0
Sycp2l	30	3	1	4	1	2	1	3	4	0
Gm48510	9	0	1	0	0	4	0	0	0	0
Elovl2	89	45	131	77	58	144	194	79	223	42
Rps17-ps1	10	0	0	0	0	0	0	3	0	0
Gm32063	22	1	1	0	0	5	2	0	2	0
Smim13	59	24	73	35	32	112	149	66	109	30
Gm17364	0	0	0	0	0	0	0	0	0	0
Nedd9	54	31	91	63	66	161	279	340	474	74
Gm26877	12	0	0	2	1	5	5	3	3	0
Gm48571	9	0	0	0	0	0	0	0	0	0
Gm48570	0	1	0	0	0	0	0	0	1	0
Gm48569	0	0	2	3	0	5	0	0	3	0
Gm32401	34	4	4	5	0	14	1	3	2	2
Gm32184	5	1	0	0	0	2	0	3	0	0
U1	0	0	0	0	0	0	0	0	0	0
Tmem170b	192	63	211	106	70	342	243	242	283	54
Gm5082	42	1	3	2	0	0	2	13	2	0
Adtrp	11	8	1	2	1	24	10	11	12	4
1700061E18Rik	9	0	0	0	0	3	2	0	0	0
Gm28564	0	0	0	0	0	3	0	6	0	0
Gm37698	4	1	1	3	0	0	0	0	0	0
Gm10790	26	3	3	0	2	11	3	8	3	1
Gm22157	0	0	0	0	0	0	0	0	0	0
Gm28707	20	0	1	0	1	0	2	0	1	3
Hivep1	259	130	256	120	103	153	254	283	530	50
Edn1	24	5	2	5	0	3	7	8	9	0
Gm47118	3	0	0	0	0	0	0	0	2	0
Gm6049	0	0	0	0	0	0	0	0	0	0
Gm47125	0	1	1	0	0	0	0	1	0	0
ENSMUSG00002076214	0	0	0	0	0	0	0	0	0	0
Phactr1	107	30	71	60	19	93	70	61	107	7
Gm15810	0	0	1	2	3	5	3	2	0	0
Gm15812	0	0	0	0	0	5	1	0	0	0
Gm15809	12	0	0	0	0	0	0	0	2	0
7SK	0	0	0	0	0	0	0	0	0	0
Gm15813	34	7	22	11	9	6	12	38	29	5
Tbc1d7	44	7	13	16	8	23	39	42	34	12
Gfod1	45	4	11	2	0	29	10	17	11	1
Sirt5	29	3	13	0	7	39	14	7	10	14
Nol7	128	64	86	71	61	143	190	203	288	45
Ranbp9	124	56	110	95	67	140	183	215	248	27
Gm47597	14	0	0	0	0	0	0	4	0	0
Gm26064	0	0	0	0	0	0	1	0	0	0
Gm47683	7	5	1	0	0	0	0	0	1	0
Gm7214	0	1	0	0	0	0	0	0	0	0
Gm32939	0	1	0	0	0	0	1	3	0	3
Mcur1	115	28	102	44	32	91	107	108	160	24
Rnf182	21	1	4	0	1	3	3	4	3	4
Gm47728	15	0	0	0	0	0	1	2	1	11
Gm20751	10	3	6	0	0	2	2	8	0	0
Cd83	27	18	32	5	4	27	25	29	26	6
Gm33115	15	1	0	1	1	3	2	0	4	0
Gm33195	13	1	5	4	1	8	2	12	3	1
Gm23117	0	0	0	0	0	0	0	2	0	0
Gm2233	4	2	1	3	0	2	0	1	4	0
Gm33489	3	0	2	0	0	8	0	0	0	0
Gm33630	17	1	3	0	0	2	3	6	5	0
Gm5083	37	1	2	0	0	1	1	13	0	6
Gm33684	0	1	0	2	0	2	1	8	10	8
A330076C08Rik	29	6	12	0	0	6	5	24	6	0
Gm47781	0	0	0	0	0	0	0	0	1	0
Gm29676	22	3	1	0	0	7	1	7	1	0
Gm33958	12	0	1	0	0	11	0	0	1	0
Gm27007	0	0	1	0	0	0	0	0	0	0
Gm27036	17	1	1	6	0	2	1	0	1	2
1700029N11Rik	5	0	1	0	0	3	1	3	4	0
Gm34084	0	1	2	6	2	8	2	6	5	0
Gm47792	27	4	1	1	2	0	0	4	0	0
Gm34276	5	1	0	0	0	2	0	5	0	0
Gm47805	6	0	0	0	0	0	0	3	0	0
Jarid2	128	55	107	61	51	151	139	211	298	19
ENSMUSG00002075018	0	0	0	0	0	0	0	0	0	0
Dtnbp1	103	68	55	66	40	122	123	160	260	38
Gm23104	0	0	0	0	0	0	0	0	0	0
Hsp25-ps1	0	0	0	0	0	0	0	0	1	0
Gm9817	11	1	0	0	0	2	0	0	2	0
Gm40932	0	0	0	0	0	2	1	3	1	0
Gm8513	6	0	0	0	0	0	0	1	0	0
Gm47448	49	2	0	2	0	0	1	0	2	0
Gm34466	0	0	1	0	0	7	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0
Mylip	127	63	145	82	60	230	214	218	349	60
Gm47455	0	0	0	0	0	0	1	0	0	0
U6	12	0	0	0	0	2	0	0	2	0
Gmpr	47	6	13	4	5	5	22	12	32	4
Atxn1	126	57	148	70	49	235	217	247	325	23
Gm47460	9	1	2	0	1	1	0	6	0	0
4930453C13Rik	0	0	0	1	1	1	4	0	8	0
5033430I15Rik	1	0	0	0	3	3	2	7	8	0
Gm45949	5	1	4	4	0	0	2	10	4	0
Gm10113	36	2	4	1	0	10	1	11	4	0
Stmnd1	23	3	7	4	1	3	2	0	5	2
Rbm24	41	14	31	26	12	49	45	18	56	5
Gm35110	2	1	2	1	2	8	0	4	5	4
Cap2	53	12	23	9	13	20	26	31	32	20
5S_rRNA	0	1	3	0	0	0	0	1	0	0
Gm47523	8	0	1	0	0	0	0	0	0	0
Fam8a1	126	69	156	86	82	261	269	178	314	54
Nup153	416	203	417	405	302	555	570	729	1101	120
Kif13a	146	44	87	41	28	113	126	175	238	9
Gm24620	0	1	0	0	0	0	0	1	0	0
Gm48250	22	2	2	0	0	0	1	4	1	0
Gm22960	0	0	0	4	0	0	0	3	0	0
Gm48325	0	0	0	0	0	0	0	3	4	0
2010001K21Rik	39	1	0	2	0	5	2	7	3	0
ENSMUSG00002075605	0	1	0	2	0	0	0	4	0	0
Gm5790	0	0	0	0	0	0	0	0	0	0
Nhlrc1	11	3	15	6	5	23	22	22	41	0
Tpmt	35	40	116	72	56	209	194	179	265	48
Gm18807	0	0	0	0	0	0	0	0	0	0
Kdm1b	74	15	48	51	17	104	97	79	114	21
Dek	34	43	106	55	42	167	143	142	220	43
1700026N04Rik	16	0	1	0	0	0	1	0	3	2
Rnf144b	124	78	205	105	56	252	212	188	305	66
A930002C04Rik	37	2	0	2	0	2	1	10	2	0
Gm48581	28	2	1	4	0	8	1	4	4	0
Gm48612	0	1	1	0	0	0	0	0	0	0
Gm35733	0	0	2	0	0	0	1	2	2	0
4930471G24Rik	0	0	0	0	0	0	2	0	2	0
G630093K05Rik	18	1	2	0	0	8	6	20	6	5
4931429P17Rik	18	0	0	3	0	4	0	16	3	0
Gm36101	21	0	0	2	0	1	1	20	2	1
A330033J07Rik	9	2	1	0	0	5	1	9	2	0
Gm36346	3	1	2	0	0	0	1	0	2	0
Gm49291	4	1	0	6	0	0	1	0	4	0
Id4	41	8	18	14	10	18	20	31	15	2
A330048O09Rik	13	0	0	0	0	7	0	2	0	0
Gm8588	4	0	1	1	0	4	0	0	0	0
Gm48648	11	0	0	0	0	8	0	0	0	0
Zfp169	118	17	60	24	9	67	42	64	70	3
A830005F24Rik	0	0	0	0	1	0	0	0	0	1
6720427I07Rik	37	6	6	8	3	9	6	29	10	1
Mirlet7d	0	0	0	0	0	0	0	0	0	0
mmu-let-7f-1	0	0	0	0	0	0	0	0	0	0
Mirlet7f-1	0	0	0	0	0	0	0	0	0	0
Mirlet7a-1	0	0	0	0	0	0	0	0	0	0
Gm37238	9	1	7	4	0	4	6	0	4	0
Gm25232	0	0	2	0	0	0	0	2	0	0
Ptpdc1	89	44	77	57	60	90	134	163	219	30
Gm36550	0	1	0	1	0	0	0	0	1	0
Barx1	7	2	0	0	0	3	0	5	1	0
Rpl17-ps6	0	0	1	2	0	0	1	0	0	0
Phf2	113	60	97	57	42	170	171	186	378	31
Phf2os1	7	3	5	0	3	1	5	2	5	0
Fam120a	273	171	414	248	191	743	704	698	1019	143
Wnk2	148	45	79	38	38	124	142	225	384	41
Ninj1	50	43	65	24	22	38	100	66	146	26
Card19	8	12	35	4	11	14	55	15	76	23
Susd3	36	10	16	5	6	34	14	26	36	4
Fgd3	107	36	53	24	15	98	72	52	118	5
Bicd2	296	275	688	541	379	1255	1101	1429	2251	177
Ippk	62	21	79	47	30	128	120	94	153	23
Cenpp	33	24	11	9	8	18	12	52	40	10
Tes3-ps	0	0	2	4	9	5	4	7	12	4
Ecm2	76	6	14	15	3	30	16	13	9	0
Aspn	23	4	8	6	1	6	11	30	11	3
Omd	20	2	3	8	0	2	9	0	5	0
Ogn	111	45	156	28	29	103	120	91	127	24
Nol8	117	23	50	50	31	82	84	122	189	19
Iars	66	30	49	29	23	110	87	102	151	27
Gm25394	0	0	0	1	0	0	0	0	0	0
Gm23482	0	0	2	0	0	0	0	0	0	0
Gm19334	12	0	2	0	0	2	0	0	0	0
Gm270	1	0	1	0	1	0	0	0	1	0
Gm30302	100	47	76	37	27	28	51	88	163	24
Gm47977	0	0	0	0	0	0	0	0	0	0
Gm7251	0	1	1	0	0	0	0	0	0	0
Gm272	9	2	1	0	0	0	3	10	5	0
Gm8672	14	5	2	0	0	0	0	0	4	0
Gm19011	0	0	0	0	0	0	0	0	0	4
Gm48009	4	3	1	0	0	1	1	28	0	0
Gm8674	40	4	8	5	4	5	3	13	11	3
Gm10784	0	0	0	0	0	0	0	0	0	0
Gm48051	15	6	27	0	8	0	9	18	9	0
Gm17611	0	1	1	0	0	0	0	0	0	0
Gm6554	17	0	0	0	0	0	0	0	0	0
Gm48052	0	0	0	0	0	0	0	0	0	0
LOC667541	0	0	1	0	0	5	0	0	0	0
Gm8700	9	6	19	2	1	3	2	4	8	5
ENSMUSG00002076947	0	0	0	0	0	0	0	0	0	0
Gm48054	0	0	0	2	2	0	0	0	1	0
4933433N18Rik	14	0	0	0	0	6	1	2	2	0
Gm47412	12	2	0	0	0	2	0	0	0	0
Gm2645	0	0	0	0	0	0	0	2	0	0
Gm47413	0	0	0	0	0	3	0	0	1	0
Gm906	9	5	9	0	3	0	4	0	2	0
ENSMUSG00002076704	0	0	0	0	0	0	0	0	0	0
Gm31126	3	5	1	0	0	4	1	11	5	0
Gm8739	0	0	0	0	0	0	0	0	0	0
Fbxw17	40	7	12	16	6	5	16	26	31	2
Gm47429	0	0	1	8	0	0	3	10	8	6
Nutm2	39	9	7	1	0	4	1	2	5	0
Mir683-1	5	0	0	0	0	0	0	0	1	0
Gm20789	43	46	262	9	8	16	15	25	61	4
Mir683-2	0	0	2	8	4	3	0	0	2	0
Gm904	25	15	44	3	1	0	3	4	9	0
ENSMUSG00002076726	0	2	0	0	0	0	0	0	0	0
Gm8765	14	0	2	0	1	0	0	0	3	0
4930518P08Rik	4	0	0	0	1	0	0	4	0	0
Gm2654	11	0	0	0	0	0	0	3	0	0
Gm19009	0	0	1	0	0	1	2	0	1	0
Gm22199	0	0	0	0	0	0	0	0	0	0
Spin1	217	90	245	182	105	462	480	484	645	69
Nxnl2	22	5	5	5	4	6	13	13	26	4
ENSMUSG00002075045	0	0	0	0	0	0	0	0	0	0
H2af-ps2	6	0	0	0	0	1	1	0	0	0
Gm29787	0	0	0	1	0	0	0	0	0	0
Gm6056	0	2	0	0	0	0	0	12	0	6
Gm47554	10	0	0	4	0	2	0	11	0	0
Gm32834	0	1	0	0	0	0	2	0	2	0
S1pr3	42	7	15	20	11	49	57	21	102	16
Shc3	31	3	4	1	1	12	5	10	5	0
Cks2	2	1	3	3	0	0	1	6	9	3
Gm22806	0	0	0	0	0	0	3	0	3	0
Secisbp2	42	19	80	24	21	97	65	46	112	2
Sema4d	178	43	88	30	28	116	100	127	113	13
ENSMUSG00002076130	0	0	0	0	0	0	0	0	0	0
Gadd45g	26	7	21	15	10	26	32	22	61	23
Gm26651	8	1	1	0	0	0	1	4	5	0
Gm37872	24	0	1	1	0	0	0	2	0	0
Gm48190	18	2	2	0	0	7	1	2	10	0
4921525O09Rik	51	12	6	12	5	10	10	8	20	0
Gm48199	0	0	0	0	0	0	1	0	0	0
Diras2	17	5	10	10	8	41	30	1	25	7
Syk	189	73	154	84	49	278	277	271	434	62
BB123696	15	0	5	2	1	5	10	9	10	0
Auh	95	15	42	25	19	108	76	81	82	41
5S_rRNA	12	0	0	0	0	0	1	0	0	0
Nfil3	19	9	13	14	12	22	26	70	56	12
Gm33424	4	0	0	0	0	0	0	0	0	0
Gm48336	14	0	0	3	0	8	0	0	0	0
Ror2	41	2	4	0	0	5	5	7	2	6
Sptlc1	113	17	48	19	15	47	55	69	60	22
Gm2762	53	21	18	26	8	38	22	39	62	27
Gm43262	9	4	12	9	2	2	1	4	3	4
Msx2	72	4	1	2	0	4	4	9	8	4
Gm34022	41	0	0	0	0	0	1	5	1	0
Gm5449	0	0	0	0	0	0	0	0	0	0
9530014B07Rik	0	0	1	7	0	0	1	0	0	0
4930555G21Rik	2	0	1	0	0	0	0	0	0	0
Gm34278	0	0	2	0	0	0	0	2	0	0
Gm48548	0	0	4	1	0	7	0	2	0	0
Gm18974	0	0	0	2	0	6	1	0	2	1
E130119H09Rik	0	0	0	0	0	1	0	4	3	0
Gm34557	5	1	3	0	0	9	1	0	1	0
Gm48550	7	0	1	2	0	0	0	0	0	0
Drd1	22	3	4	2	1	5	0	7	2	0
Sfxn1	133	31	95	60	36	123	135	141	226	27
Gm18473	14	0	0	0	1	3	1	12	1	6
Hrh2	105	7	32	2	6	26	10	22	20	0
Gm16578	0	0	3	0	0	0	1	0	4	0
Gm48615	0	0	0	0	0	0	0	5	0	2
Gm48623	6	0	0	0	0	5	2	1	1	0
Gm48622	21	0	2	14	0	16	1	0	3	0
Cplx2	8	15	44	37	21	88	107	86	88	20
Gm16248	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	3	0	5	0	0
Thoc3	73	17	52	37	45	71	87	112	113	16
Gm2830	0	0	0	0	0	0	0	0	3	0
Simc1	22	13	44	35	14	67	33	67	111	21
4833439L19Rik	222	158	451	275	203	601	645	506	1250	177
Arl10	13	12	16	9	4	22	23	12	27	12
Gm24195	0	0	0	0	1	0	0	0	0	0
Nop16	23	19	20	16	14	38	49	67	68	17
Higd2a	21	19	63	23	23	86	145	57	112	55
Cltb	108	35	54	54	20	156	115	124	173	56
Faf2	56	43	99	72	23	113	115	139	173	44
Rnf44	365	372	663	205	283	468	671	601	1606	186
Cdhr2	81	8	61	6	16	24	29	38	51	7
Gprin1	16	2	6	2	1	19	15	0	4	0
Sncb	11	1	4	3	2	6	7	4	2	0
Gm16249	8	0	0	0	0	2	1	12	0	0
Eif4e1b	14	4	8	4	0	10	2	13	2	0
Tspan17	29	9	13	3	2	4	34	24	42	1
Gm16250	0	0	0	1	0	0	0	0	0	0
Gm29431	3	1	0	0	0	0	1	0	0	0
5330429C05Rik	6	0	1	0	0	0	0	0	2	1
4930526F13Rik	8	2	2	3	1	14	3	3	8	0
Unc5a	41	14	30	13	7	52	79	55	123	14
Hk3	59	10	20	8	7	24	24	42	46	1
Uimc1	70	25	41	65	25	138	86	130	132	19
Gm6344	0	0	0	0	0	0	0	0	0	0
Zfp346	41	21	41	37	27	88	65	60	118	20
Gm46415	0	0	1	0	0	1	0	9	1	0
Gm17617	0	0	0	0	0	0	0	0	0	0
Fgfr4	31	1	5	2	0	19	4	6	6	0
Nsd1	454	225	592	400	291	992	906	1091	1571	137
Gm47816	0	1	0	1	0	0	0	5	1	0
Rab24	58	16	40	15	15	53	71	63	123	4
Prelid1	163	102	233	99	161	257	576	366	889	105
Mxd3	0	5	13	14	3	3	8	12	6	0
Lman2	1003	460	1362	549	507	1371	1491	1431	2222	393
Rgs14	31	1	4	0	2	28	10	12	4	3
Slc34a1	35	3	2	0	1	8	3	0	4	8
Pfn3	0	0	0	0	0	0	0	0	0	0
F12	17	2	4	0	0	3	0	5	2	0
Grk6	75	34	49	32	28	92	125	115	192	18
Mir6943	0	1	0	0	0	0	0	0	1	0
Prr7	0	1	0	2	0	4	8	1	3	0
Dbn1	59	9	16	12	3	26	30	50	28	6
Mir6944	0	0	0	0	0	0	0	0	0	0
Pdlim7	47	11	16	15	10	14	41	35	57	16
Mir6945	0	0	0	0	0	0	0	0	0	0
Dok3	54	31	26	3	2	22	20	25	44	1
Ddx41	68	20	35	28	21	55	53	88	87	10
Gm46416	0	0	0	0	0	0	0	0	0	0
Fam193b	131	17	30	19	5	50	49	70	76	1
Tmed9	278	194	351	152	132	549	494	529	672	129
B4galt7	11	5	22	8	14	45	23	27	42	0
Gm15911	0	2	2	0	0	0	1	11	2	0
Caml	37	16	43	32	23	67	61	83	73	9
Ddx46	216	68	157	131	86	266	229	232	383	54
B230219D22Rik	122	83	243	127	115	323	385	345	587	105
Txndc15	97	22	75	31	25	94	79	67	119	55
Pcbd2	4	0	2	3	1	11	9	5	5	0
4930451E10Rik	1	2	10	2	1	18	15	15	12	1
Catsper3	1	5	6	1	0	0	2	1	7	0
Pitx1	17	0	1	1	0	6	0	0	1	0
Gm47071	28	8	16	13	8	31	15	27	22	0
Gm28760	0	0	0	0	0	1	0	0	0	0
Gm47072	0	0	0	0	0	1	0	5	0	0
Macroh2a1	132	55	92	71	32	134	151	99	285	38
Gm25148	0	0	0	0	0	0	2	7	5	0
Tifab	80	42	55	28	13	95	81	71	87	17
Gm47104	0	0	0	0	0	6	0	0	0	0
4930550C17Rik	14	1	3	0	0	0	1	6	0	6
Neurog1	20	0	5	1	0	0	2	1	1	0
Cxcl14	22	23	48	11	12	48	73	16	72	27
Gm17878	7	1	1	0	0	2	0	1	2	0
Gm24716	0	0	0	0	0	0	0	0	0	0
Gm10782	1	0	0	1	0	0	2	0	0	0
Gm3045	104	31	24	18	9	27	41	17	62	35
Slc25a48	53	3	20	8	9	55	9	31	19	6
Il9	9	0	2	0	0	0	1	3	0	0
Fbxl21	27	6	9	10	3	25	9	11	21	18
Lect2	2	0	2	0	0	0	0	8	1	0
2010203P06Rik	11	0	3	2	2	0	2	0	3	0
Tgfbi	252	133	219	53	63	246	195	230	303	55
ENSMUSG00002076405	0	1	0	0	0	0	0	0	0	0
Smad5	211	73	202	116	77	276	322	342	483	57
ENSMUSG00002075104	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075185	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076311	0	0	1	0	0	0	0	0	0	0
Gm45623	0	2	1	0	0	3	5	8	16	3
Trpc7	36	3	3	1	0	12	6	4	1	8
Gm22777	0	0	0	0	0	0	0	0	0	0
Gm48174	0	0	0	0	0	0	0	0	0	0
Gm48176	13	0	0	0	0	0	0	0	0	0
Spock1	75	22	74	25	26	130	131	35	140	51
Klhl3	103	33	91	33	13	98	72	96	133	21
Mir874	0	0	1	0	0	0	0	0	0	0
Hnrnpa0	211	143	344	120	95	335	512	370	739	125
1700066J03Rik	31	4	10	1	2	27	7	4	21	0
Gm48295	20	8	2	1	3	11	4	6	24	8
Idnk	43	14	47	28	17	60	96	66	94	32
Ubqln1	226	150	516	300	203	764	948	693	1208	257
Gm48357	8	0	1	0	0	6	5	0	2	0
Gm48432	16	0	2	0	0	0	0	0	0	0
Gm48441	7	0	0	0	0	0	0	0	0	0
Gkap1	178	61	55	89	37	174	122	164	244	43
Gm26555	6	1	1	1	0	2	1	2	2	3
Kif27	211	73	91	224	140	186	171	344	491	58
Mir6369	1	2	0	2	5	2	8	18	4	0
ENSMUSG00002076369	0	0	0	0	0	0	0	0	1	0
2210016F16Rik	87	30	68	46	49	162	210	160	280	36
Hnrnpk	290	197	524	324	231	786	1133	685	978	207
Mir7-1	0	0	0	0	0	0	3	0	0	0
Rmi1	47	14	28	24	13	58	45	66	68	32
Gm47918	7	0	0	4	0	0	2	4	2	0
Slc28a3	78	27	54	32	12	77	66	68	101	19
Gm3131	0	0	0	0	0	0	0	0	0	0
Gm47942	0	0	0	0	0	0	0	0	0	0
4930455J16Rik	79	10	16	10	2	25	15	67	26	1
Rpl13-ps2	0	2	3	0	0	0	2	1	1	0
Gm47947	2	0	0	0	0	0	0	3	1	0
Gm40968	9	5	2	0	0	7	3	0	18	6
Ntrk2	205	28	43	17	17	97	104	54	65	10
C630044B11Rik	23	4	2	0	0	5	0	7	2	0
Gm47423	3	2	0	0	1	0	2	0	4	0
4930415C11Rik	17	7	8	0	0	8	5	0	7	4
Gm34245	0	1	8	0	0	1	2	7	4	0
Gm34307	9	1	1	0	0	2	0	7	1	0
Gm34354	85	6	15	18	4	16	10	45	20	7
Gm47359	57	1	1	0	0	6	0	3	0	0
Gm34558	3	1	2	1	0	0	0	0	1	0
Gm34672	7	0	0	1	1	0	1	5	0	0
Gm47360	4	1	4	0	0	2	0	4	1	0
Gm34721	29	2	0	1	0	5	2	12	2	0
Gm34788	45	1	5	1	0	11	1	16	1	0
4930455M05Rik	45	7	7	5	6	10	6	19	17	9
Agtpbp1	299	72	125	204	93	288	244	330	403	43
A930015P04Rik	0	4	1	1	0	7	3	0	2	0
Naa35	81	9	47	41	20	87	88	49	120	19
Gm47246	12	0	3	2	1	0	2	17	2	0
Golm1	150	50	135	90	48	128	131	125	193	35
4921517D22Rik	25	4	15	11	8	0	11	13	30	3
Gm47269	0	0	0	0	0	0	0	0	0	0
Spata31d1a	89	49	145	42	25	28	44	123	138	8
Spata31d1b	49	29	93	12	14	30	27	33	97	2
Spata31d1d	81	24	99	14	5	15	18	46	37	2
Gm46419	7	1	7	2	0	0	3	7	5	0
4930528D03Rik	15	8	17	4	1	0	2	16	8	0
1700014D04Rik	16	11	32	0	1	9	9	21	33	0
Isca1	143	63	118	80	99	141	154	228	328	45
Gm49354	0	0	0	0	0	0	0	0	0	0
Etohd2	36	3	14	16	15	16	22	20	39	5
Tut7	220	46	108	79	35	158	150	230	236	37
Gm48194	11	0	2	0	0	8	0	0	0	0
Gm34961	16	0	1	3	1	1	6	2	10	0
Gm48384	6	0	2	0	0	0	0	0	0	0
Gm19866	4	0	1	0	0	1	2	0	1	0
Gm48390	20	1	2	0	0	0	0	5	3	0
A530065N20Rik	27	3	1	1	0	5	3	2	6	5
Gm48396	0	0	1	0	0	0	0	0	0	0
Gm48397	29	1	4	0	0	0	0	0	5	0
Gas1	52	24	84	25	17	38	90	25	85	26
Gm48488	43	2	4	0	0	10	4	3	6	3
Gm5084	49	4	2	3	0	8	3	6	8	0
ENSMUSG00002076571	0	0	0	0	0	0	0	0	0	0
Gm10779	7	2	2	1	0	1	1	1	0	0
Gm35333	4	1	0	0	0	3	1	0	0	0
Gm48500	0	0	2	1	1	0	1	0	0	0
A530001N23Rik	40	1	4	0	1	7	3	6	1	0
ENSMUSG00002076677	0	0	0	0	0	0	0	0	0	0
Dapk1	146	36	94	67	27	172	138	184	208	32
Gm48582	50	2	1	5	0	23	6	16	11	0
Gm48583	0	0	0	0	0	0	0	0	0	0
Gm10312	0	0	1	0	0	0	0	7	0	0
BC051665	25	0	0	5	0	10	0	16	3	0
Ctsll3	0	0	1	2	0	8	1	0	1	0
4930486L24Rik	0	0	0	0	0	0	1	0	0	0
Gm49392	0	0	0	0	0	0	0	0	0	0
Gm49393	0	0	0	0	0	0	0	0	0	0
Ctla2b	0	1	13	9	5	0	6	14	7	1
Gm49391	0	0	0	0	0	0	0	0	0	0
Tpbpb	19	1	1	8	0	0	0	0	0	0
U4	0	0	0	0	0	0	0	0	0	0
Ctla2a	61	72	128	62	49	131	155	113	161	111
Tpbpa	13	1	0	3	0	8	0	4	0	10
Gm40975	20	1	4	0	0	3	0	3	0	2
Gm40976	0	0	0	0	0	0	0	0	0	0
Ctsj	26	0	0	0	0	4	0	2	0	0
Ctsq	21	0	0	0	0	4	1	11	1	4
Gm18064	19	1	0	0	0	7	0	0	0	0
Ctsr	10	0	0	1	0	3	0	0	0	0
Cts6	17	1	2	6	0	1	0	6	0	0
Cts8	9	0	1	0	0	4	1	6	2	0
Gm49398	0	0	0	0	0	0	0	0	0	0
Cts8-ps	8	0	0	0	0	0	0	2	2	0
Gm5664	0	0	1	0	0	5	0	3	0	0
ENSMUSG00002076643	0	0	0	0	0	0	0	0	0	0
Cts7	7	0	0	0	0	0	0	0	2	0
Cts7-ps	0	0	0	0	0	0	0	2	1	0
Gm47825	0	1	0	1	0	0	0	5	1	0
