GeneId	Mouse-SRR3480379_trimmed	Mouse-SRR3480380_trimmed	Mouse-SRR3480381_trimmed	Mouse-SRR3480382_trimmed
Gm3194	0	0	0	0
Gm3500	0	0	0	0
Gm3348	0	0	0	0
Gm17126	0	0	0	0
Gm3542	0	0	0	0
Gm3339	0	0	0	0
Gm3526	0	0	0	0
Gm26552	0	0	0	0
Gm3326	0	0	0	0
Gm8271	0	0	0	0
Gm3140	0	0	0	0
Gm3317	0	0	0	0
Gm8279	0	0	0	0
Gm17069	0	0	0	0
Gm8281	0	0	0	0
4930555G01Rik	0	0	0	0
Gm3298	0	0	0	0
Gm8297	0	0	0	0
Gm10410	0	0	0	0
Gm26650	0	0	0	0
Gm8305	0	0	0	0
Gm3278	0	0	0	0
Gm3264	0	0	0	0
Gm3269	0	0	0	0
Gm3091	0	0	0	0
Gm9602	0	0	0	0
Gm3084	0	0	0	0
Gm3252	0	0	0	0
Gm7876	0	0	0	0
Gm17073	0	0	0	0
Gm3239	0	0	0	0
Gm8159	0	0	0	0
Gm26898	0	0	0	0
Gm26655	0	0	0	0
Gm8164	0	0	0	0
Gm3047	0	0	0	0
Gm3030	0	0	0	0
Gm17074	0	0	0	0
Gm3173	0	0	0	0
Gm3182	0	0	0	0
Gm17170	0	0	0	0
Gm3164	0	0	0	0
Gm3159	0	0	0	0
Gm17086	0	0	0	0
2610042L04Rik	0	0	0	0
Gm3149	0	0	0	0
Gm17085	0	0	0	0
Gm3138	0	0	0	1
Gm11105	0	0	0	0
Gm2974	0	0	0	0
Gm3127	0	0	0	0
Gm17152	0	0	0	0
Gm8108	0	0	0	0
Gm3115	0	0	0	0
Gm11107	0	0	0	0
Gm5796	0	0	0	0
Gm3099	0	0	0	0
Gm17129	0	0	0	0
Gm3095	0	0	0	0
Gm3029	0	0	0	0
Gm2916	0	0	0	0
Gm26886	0	0	0	0
Gm2907	0	0	0	0
Gm3033	0	0	0	0
Gm26570	0	0	0	0
Gm3002	0	0	0	0
Gm21965	0	0	0	0
Gm2877	0	0	0	0
Gm2871	0	0	0	0
Gm3043	0	0	0	0
Gm2866	0	0	0	0
Gm3020	0	0	0	0
Gm3012	0	0	0	0
Gm17107	0	0	0	0
Gm3005	0	0	0	0
Gm11109	0	0	0	0
Gm8324	0	0	0	0
Gm8323	0	0	0	0
Gm10408	0	0	0	0
Gm26817	0	0	0	0
Gm10409	0	0	0	0
Gm10413	0	0	0	0
Gm17223	0	0	0	0
Gm2956	0	0	0	0
1700110I01Rik	0	0	0	0
Gm17188	0	0	0	0
Gm4904	0	0	0	0
D830030K20Rik	0	0	0	0
Gm17222	0	0	0	0
Gm5795	0	0	0	0
Gm17221	0	0	0	0
Gm10340	0	0	0	0
Gm17051	0	0	0	0
Gm2897	0	0	0	0
Esd-ps	0	0	0	0
Gm2888	0	0	0	0
Gm48109	0	0	0	0
Gm36704	0	0	0	0
Gm48105	0	0	0	0
Gm7352	0	0	0	0
Gm18577	0	0	0	0
Gm2244	0	0	0	0
Gm2237	0	0	0	0
Gm5458	0	0	3	1
Gm41102	0	0	0	0
4930469B13Rik	0	0	1	0
Gm49800	0	0	0	0
Gm48157	0	0	1	0
Gm17030	0	0	0	0
Gm7371	0	0	2	1
Gm49341	0	0	0	0
Nid2	17	5	41	15
Rtraf	18	11	36	21
D14Ertd670e	0	0	0	0
Gm48283	0	0	0	0
Gng2	4	1	2	1
Gm48339	0	0	0	0
Saysd1	6	9	31	41
Kcnk5	24	12	37	21
Gm48394	0	0	0	0
Gm24912	0	0	0	0
Gm48395	0	0	0	0
Gm2048	0	0	0	0
Kcnk16	0	0	0	0
Nudt13	7	7	34	12
Ecd	14	28	118	29
Fam149b	25	25	60	46
Gm30054	1	1	0	0
Dnajc9	5	5	34	16
Mrps16	6	8	23	7
Cfap70	0	17	39	32
7330404K18Rik	0	0	0	0
Anxa7	49	25	68	27
Mss51	2	3	5	3
Ppp3cb	13	6	60	25
1810062O18Rik	0	1	4	4
Usp54	1	18	68	45
2810402E24Rik	1	4	18	11
Myoz1	0	0	0	0
Synpo2l	0	1	2	4
Sec24c	92	40	289	113
6230400D17Rik	0	0	14	5
Mir6946	0	0	0	0
Fut11	9	7	36	12
Gm25328	1	3	15	6
Chchd1	2	1	18	10
Zswim8	26	83	300	159
Ndst2	11	17	74	38
Camk2g	9	26	71	54
Gm30108	0	0	0	0
Plau	1	45	201	132
Gm6128	0	0	0	0
Vcl	45	29	184	69
Ap3m1	20	10	30	13
Adk	24	30	71	57
7SK	1	2	0	0
Gm30363	0	0	0	1
U6	0	0	0	0
Kat6b	38	48	216	129
Dupd1	0	0	0	0
Dusp13	0	3	9	5
Gm15935	0	0	0	2
Samd8	49	15	121	33
Gm23502	2	0	5	1
Vdac2	79	24	158	60
Comtd1	1	1	5	1
A430057M04Rik	2	1	1	1
4931407E12Rik	0	0	0	0
Gm37590	0	0	0	0
Zfp503	3	15	73	24
C130012C08Rik	0	16	13	2
Lrmda	0	2	12	3
ENSMUSG00002076409	0	0	0	0
Gm7480	0	0	1	1
4930405A10Rik	0	1	4	5
Gm5670	0	0	0	0
Gm7473	0	0	0	0
Gm47601	0	0	1	2
Gm10248	0	0	0	0
Kcnma1	6	9	45	19
Gm46443	0	0	1	0
5430425E15Rik	0	0	2	7
Gm29626	0	0	2	0
4930519K11Rik	0	0	1	0
Gm31392	0	0	2	0
Gm6158	0	0	0	0
Gm52992	0	1	12	1
Mir7210	0	0	0	0
Gm52991	0	0	3	1
Dlg5	29	84	435	167
Gm49098	0	0	0	0
Gm17105	1	1	3	0
Gm52995	0	0	0	0
Gm19034	0	0	0	0
E330034G19Rik	0	0	0	2
ENSMUSG00000118624	0	0	0	0
Gm53003	0	0	0	0
Gm18276	0	0	0	0
Gm53004	0	0	0	0
Gm47774	0	0	0	0
Gm41109	0	9	8	9
Gm53005	0	0	0	0
Gm47814	0	1	4	0
Polr3a	13	9	70	23
Rps24	69	75	111	54
4930542C16Rik	0	0	0	0
4930428N03Rik	0	1	7	3
Gm47906	0	0	0	0
Gm10398	0	0	0	0
Gm47907	0	0	0	0
Gm38408	0	0	0	0
Gm47909	0	0	0	0
Gm32123	0	0	0	0
Gm32224	0	0	0	0
4930572O13Rik	0	0	6	0
Zmiz1os1	1	0	17	7
Gm26660	4	4	10	2
Gm17747	0	0	0	0
Zmiz1	97	24	212	42
Gm47920	2	1	18	6
Gm47921	0	0	6	0
Mir3075	0	0	1	0
Ppif	10	2	12	9
Ppifos	0	0	0	0
1700054O19Rik	0	0	0	0
Zcchc24	5	5	11	6
Gm27185	0	0	0	0
ENSMUSG00002076137	0	0	0	0
Anxa11	55	47	46	20
Anxa11os	3	0	0	4
Plac9	13	12	27	10
Tmem254	24	9	87	22
Cphx1	0	0	0	1
Gm19013	0	0	0	0
Duxbl1	1	0	5	1
Gm18578	0	0	0	0
Gm34059	0	0	1	1
4933413J09Rik	0	0	4	0
Crb1-ps	0	0	0	0
Slmapos2	0	0	5	2
Slmap	71	48	277	133
Gm24031	0	0	2	1
Gm2178	0	0	1	1
Gm18215	0	0	0	0
Gm7565	0	0	0	0
Dennd6a	25	20	86	41
Arf4os	1	0	1	0
Arf4	59	11	125	38
Pde12	5	12	24	6
Mir7672	0	0	0	0
9930004E17Rik	0	1	6	0
Dnah12	1	16	38	29
Asb14	0	1	5	2
Appl1	24	12	71	26
Gm41115	0	0	0	0
Hesx1	0	0	0	0
Il17rd	8	19	19	5
Arhgef3	11	5	28	23
Gm7591	0	0	1	0
Gm49616	0	1	1	3
ENSMUSG00002076936	0	0	1	0
Tasor	16	12	129	73
Ccdc66	4	2	21	9
U6	0	0	0	0
Gm25697	0	0	0	0
Gm7604	0	0	0	1
Erc2	2	2	52	6
Gm18398	0	0	3	0
Gm45645	0	0	3	0
Gm20242	0	0	7	0
Wnt5a	8	2	28	17
Gm2670	0	0	4	1
Gm35164	0	0	0	1
Gm18079	0	0	0	0
Gm35217	0	0	0	0
Cacna2d3	0	0	71	15
5S_rRNA	0	0	1	0
Lrtm1	0	4	14	0
Gm48004	0	0	3	0
Gm6043	0	0	0	0
Gm48006	0	0	0	1
Gm48005	0	0	0	0
Gm48003	0	0	3	0
Gm48058	0	0	0	0
Gm41118	0	0	1	0
Gm35281	0	0	1	3
Gm7633	0	0	0	0
Gm47414	0	0	4	4
Selenok	6	5	29	9
Actr8	12	16	73	41
Mir6947	0	0	0	0
Il17rb	3	3	17	9
Chdh	140	37	297	97
Gm18760	3	0	12	3
Cacna1d	9	60	199	117
Gm50467	0	0	1	7
Gm47570	0	0	0	0
Gm18072	0	0	0	0
Gm47576	0	0	0	0
Gm7621	0	0	0	0
Gm18681	0	0	1	0
Dcp1a	18	16	81	28
Tkt	197	38	260	97
Mir3076	0	0	0	0
Prkcd	95	63	158	83
Gm7644	0	0	0	0
Rft1	3	3	38	12
Sfmbt1	8	30	131	52
1700087M22Rik	0	0	0	0
Gm15667	0	0	2	4
Stimate	6	8	72	20
Mustn1	0	0	3	2
Itih4	0	0	0	0
Itih3	0	0	0	0
Itih1	0	1	0	0
Nek4	11	22	80	25
Spcs1	9	5	71	11
Glt8d1	2	6	64	21
Gnl3	15	11	74	38
Snord69	0	0	0	0
Gm24916	0	0	0	0
Snord19	0	0	0	0
Pbrm1	59	44	209	76
Gm49094	0	0	0	0
Gm5459	0	0	1	0
Smim4	1	1	5	2
Nt5dc2	0	1	14	0
Stab1	24	2	60	16
Nisch	78	93	585	284
Tnnc1	0	0	1	0
Sema3g	1	0	11	2
Phf7	0	46	62	58
Bap1	20	25	73	41
Dnah1	4	45	63	39
Gm35823	0	0	5	0
Gm49217	0	0	0	0
Gm49791	0	0	0	0
Capn7	20	13	84	19
Sh3bp5	3	16	27	18
Gm49252	0	2	0	0
Mettl6	6	16	40	26
Eaf1	17	23	61	41
Gm49270	0	0	0	0
Colq	2	0	1	2
7SK	0	0	0	0
Gm49387	0	0	0	0
Hacl1	2	0	0	4
Btd	11	7	18	2
Ankrd28	35	21	210	67
Gm49308	1	0	13	10
Gm49309	1	1	7	7
Gm22876	0	1	1	0
D830044D21Rik	1	0	27	13
4930425P05Rik	0	1	0	0
7SK	0	0	0	0
Galnt15	6	5	28	3
Gm49084	0	0	0	0
Dph3	9	18	28	16
Oxnad1	7	7	41	20
Msmb	0	0	0	0
Gm18909	0	0	0	0
Ncoa4	19	7	43	20
Timm23	4	3	9	8
Gm23946	4	1	16	10
Parg	21	11	77	47
Gm49196	0	0	0	0
Gm7707	0	0	0	0
Gm17210	0	0	1	0
Gm46447	2	0	3	0
Gm48914	0	3	2	0
Ogdhl	3	6	28	15
1700024G13Rik	2	1	4	12
Chat	2	0	0	0
Slc18a3	0	0	0	0
Gm2990	0	2	0	0
Ercc6	18	36	130	80
Gm49743	1	14	0	2
Prrxl1	0	0	0	0
3425401B19Rik	1	0	1	0
Gm28651	0	0	0	0
Tmem273	0	0	0	0
Fam170b	0	11	12	3
Vstm4	0	1	2	4
Gm7734	0	0	0	0
Wdfy4	21	19	31	24
Lrrc18	4	65	35	34
Gm49029	0	0	0	0
Gm25498	0	0	0	0
Gm6340	0	0	0	0
Arhgap22	0	0	1	0
Gm49030	0	0	0	0
Gm15512	1	0	0	0
Mapk8	12	12	38	20
Gm49037	0	0	0	0
Gm46448	0	0	1	0
Frmpd2	0	0	1	0
Ptpn20	2	6	15	21
Gm26228	0	0	1	0
Gm49108	0	0	0	1
4930503F20Rik	0	0	0	0
Gdf10	2	0	21	4
Gdf2	0	0	0	0
Rbp3	0	0	0	0
Zfp488	0	1	0	1
Gm30083	0	1	2	0
Gm5460	1	4	18	6
A630023A22Rik	0	0	2	0
Antxrl	2	16	14	2
Gm49129	0	0	0	0
Anxa8	0	4	0	0
Gm24998	0	0	0	0
Gm30556	0	0	0	0
Gm7778	0	0	0	0
Npy4r	0	0	0	0
Rpl23a-ps3	0	0	1	1
Gm18884	0	0	0	0
Gprin2	0	6	5	1
Gm49168	0	0	0	0
Syt15	0	0	2	2
Gm49201	1	0	1	0
Shld2	6	2	34	8
Gm18813	0	0	1	0
Gm49203	0	0	0	0
Gm49202	0	0	0	0
Glud1	157	42	152	71
Gm3219	0	0	0	0
Fam25c	3	0	0	0
Sncg	1	1	0	0
Mmrn2	5	2	6	2
Bmpr1a	55	39	149	32
Gm17110	2	2	6	2
9230112D13Rik	0	0	1	4
Gm48953	0	0	0	0
Ldb3	46	3	6	0
Opn4	0	0	0	1
Gm49012	4	0	1	0
Gm49024	0	0	0	0
Gm49025	0	0	0	0
5830448L01Rik	1	4	5	4
Wapl	66	25	144	59
A930038B10Rik	0	0	0	0
Gm49032	0	0	0	0
Grid1	0	3	16	5
Mir346	0	0	0	0
Gm49034	0	0	0	0
Gm19016	0	0	0	0
ENSMUSG00002076245	0	0	0	0
4930596D02Rik	0	0	1	1
Gm49039	0	0	0	0
Gm49040	0	0	0	0
Gm46474	0	0	0	0
Gm19129	0	0	0	0
Gm7853	0	0	0	0
4930474N05Rik	0	0	0	10
Gm48663	0	0	0	0
Gm24394	0	0	0	0
Gm17940	0	0	0	0
Gm25204	0	0	0	0
5S_rRNA	1	0	1	0
Ccser2	63	34	99	53
Gm47885	0	0	0	0
Rgr	0	0	0	0
Lrit1	0	0	0	0
Lrit2	0	0	0	0
Cdhr1	0	0	0	0
2610528A11Rik	1	2	0	1
Ghitm	106	21	146	43
Gm18834	0	0	0	0
Gm22469	0	0	0	0
Gm23909	0	0	0	0
Gm47971	0	0	0	0
Gm31393	0	0	1	1
Gm5203	0	0	0	0
Gm5204	0	0	0	0
Gm47974	0	0	0	0
Gm18523	0	0	0	0
Gm31456	0	0	0	0
Nrg3	0	0	0	1
Gm20641	0	0	0	0
Nrg3os	0	0	0	0
ENSMUSG00002075617	0	0	0	0
Gm20642	0	0	3	0
1700109I08Rik	0	0	0	0
Gm35389	0	0	0	0
Eif1-ps1	0	0	0	0
U1	0	0	0	0
ENSMUSG00002074948	0	0	0	0
Gm4817	0	0	0	0
7SK	0	0	0	0
Gm48028	0	0	0	0
Gm24388	0	0	0	0
Gm2791	0	0	0	0
Gm5205	0	0	0	0
Gm48040	0	0	0	0
Sh2d4b	0	2	4	1
Tspan14	21	20	112	44
Prxl2a	55	11	53	18
Dydc2	0	5	1	2
Gm47547	0	0	2	1
Dydc1	1	0	4	0
Mat1a	0	4	13	4
Sftpa1	0	0	0	0
Gm7920	0	0	0	0
Mbl1	0	0	0	0
Sftpd	0	0	3	0
Gm47114	0	0	0	0
Gm7925	0	0	0	0
Gm22823	0	0	2	0
Gm2832	0	0	0	0
Gm9671	0	0	0	0
Gm5798	0	0	0	0
Gm2855	0	0	0	0
Gm7945	0	0	0	0
Gm6482	0	0	0	0
Gm7953	0	0	0	0
Gm7954	0	0	0	0
Gm2878	0	0	0	0
Gm3486	0	0	0	0
Gm6490	0	0	0	0
Gm17061	0	0	0	0
Gm7970	0	0	0	0
1700049E17Rik2	0	0	0	0
Gm17159	0	0	0	0
Gm3072	0	0	0	0
Gm3077	0	0	0	0
Gm3676	0	0	1	0
Gm8065	0	0	0	0
Gm8068	0	0	0	0
Gm7929	0	0	0	0
Gm47189	0	0	0	0
Gm17062	0	0	0	0
Gm7980	0	0	0	0
1700049E17Rik1	0	0	0	0
1700024B05Rik	0	0	0	0
Gm9890	0	0	0	0
Gm6401	0	0	0	0
Gm3543	0	0	0	0
Gm17063	0	0	0	0
Gm2930	0	0	0	0
Gm7991	0	0	0	0
1700091H14Rik	0	0	0	0
Gm7951	0	0	0	0
Gm17064	0	0	0	0
Gm17027	0	0	0	0
Gm17166	0	0	0	0
Gm3573	0	0	0	0
Gm17165	0	0	0	0
Gm17038	0	0	0	0
Gm17026	0	0	0	0
ENSMUSG00002075759	0	0	0	0
mmu-mir-1194	0	0	0	0
Gm9611	0	0	0	0
Gm7995	0	0	0	0
Gm17164	0	0	0	0
Gm2951	0	0	0	0
Gm2959	0	0	0	0
Gm8005	0	0	0	0
Gm49360	0	2	0	0
Gm8011	0	0	0	0
Gm2966	0	0	0	0
Gm8020	0	0	0	0
Gm8024	0	0	0	0
Gm48134	0	0	1	1
Gm8032	0	0	0	0
Gm17204	0	0	0	0
Gm17124	0	0	0	2
ENSMUSG00002074887	0	0	0	0
mmu-mir-1194	0	0	0	0
Gm3633	0	1	0	0
Gm10378	0	0	0	0
Gm17162	0	0	0	0
Gm5929	0	0	0	0
Gm3008	0	0	0	0
Gm17161	0	0	0	0
Gm3015	0	0	0	0
Gm3025	0	0	0	0
Gm10377	0	0	0	0
Gm7152	0	0	0	0
Gm21977	0	0	0	0
Gm48217	0	0	0	0
Gm3102	0	0	0	0
Gm8082	0	0	0	0
Gm3111	0	0	0	0
Gm10376	0	0	0	0
Gm6536	0	0	0	0
Gm3123	0	0	0	0
Gm8094	0	0	0	0
Gm49873	0	0	0	0
Gm8104	0	0	0	0
Cdv3-ps	0	2	1	0
Gm49135	0	0	0	0
Gm8114	0	0	0	0
Gm3141	0	0	0	0
Gm49141	0	0	0	0
Gm7233	0	0	1	0
Gm7316	0	0	0	0
Gm8122	0	0	0	0
Gm49146	0	0	0	1
Gm8126	0	0	2	1
Gm9732	0	0	6	2
Gm17153	0	0	0	0
Gm8127	0	2	0	1
Gm17155	0	0	0	0
Gm17154	0	0	0	0
1700001F09Rik	0	0	0	1
Gm9597	0	0	0	0
Gm49315	0	0	0	0
Gm8138	0	0	0	0
Gm49072	0	0	0	0
Gm21162	0	0	0	0
Gm5799	0	0	0	0
Gm3216	0	0	0	0
Gm17654	0	0	0	0
Gm3221	0	0	0	0
Gm10375	0	0	0	0
Gm8046	0	0	0	0
Gm21154	0	0	0	0
Gm8161	0	0	0	0
Gm8165	0	0	0	0
Gm7324	0	0	4	3
Gm9672	0	0	0	0
Gm17208	0	0	0	0
Gm16506	0	1	0	1
Gm49078	0	0	0	0
Gm49080	0	0	0	0
Gm6526	0	0	0	0
Gm49965	0	0	0	1
Gm9587	0	0	0	0
Gm8180	0	0	0	0
Gm49082	0	0	0	0
Gm49081	0	0	0	0
Gm41138	0	0	0	0
Gm49083	0	0	0	1
Ear1	0	0	0	0
Ear-ps12	0	0	0	0
Ang-ps2	0	0	0	0
Ear-ps9	0	0	0	0
Ear-ps8	0	0	0	0
Ang-ps3	0	0	0	0
Ear10	0	0	0	0
Gm8113	0	0	3	1
Gm9550	0	0	0	0
Ang5	0	0	0	0
Ear-ps7	0	0	0	0
Gm49087	0	0	0	0
Ear-ps10	0	0	0	0
Ang6	0	0	0	0
Gm8194	0	0	0	0
Gm3287	0	0	0	0
Ear-ps2	0	0	0	0
Ang-ps1	0	0	0	0
Gm49099	0	0	0	0
Gm16545	0	0	0	0
Gm49101	1	0	1	0
Ear2	0	0	0	0
Gm49102	0	2	1	0
Gm49103	0	0	0	0
Gm18216	0	0	0	0
Gm3327	0	0	0	0
Gm8207	0	0	0	0
4930503E14Rik	0	0	0	1
1700047E10Rik	0	0	0	0
Gm8212	0	0	0	1
Gm49104	0	0	0	0
Gm32857	0	0	1	0
Gm49110	0	0	0	0
Gm6532	0	0	0	0
Gm49111	0	0	0	0
Gm8220	0	1	1	0
Gm49109	0	0	0	0
Gm8224	0	0	0	0
Gm5930	0	0	1	0
Gm8229	0	0	1	0
Gm3370	0	0	0	0
Gm3371	0	0	0	0
Gm8232	0	0	0	0
Gm49779	0	0	0	0
Gm21991	0	0	0	0
Gm17184	0	0	0	0
BC061237	0	1	2	2
Gm17093	0	0	0	0
Gm17183	0	0	0	0
ENSMUSG00000115801	0	1	1	1
Gm5624	0	0	0	0
Gm8247	0	0	0	0
Gm16439	0	0	0	0
Gm8256	0	0	0	0
Gm9593	0	0	0	0
Gm8257	0	0	0	0
Gm21754	0	0	0	0
Gm6541	0	0	0	0
Gm8267	0	0	0	0
Gm34060	0	0	0	1
Gm49142	0	0	0	0
Gm17187	0	0	0	0
Gm49143	0	0	0	0
Gm17070	0	0	0	0
Gm49145	0	0	0	0
Gm34198	0	0	0	0
Ptgdr	0	0	0	0
Gm16976	0	0	3	3
Gm18524	0	0	0	0
Gm49148	0	0	0	0
Gm49147	0	0	0	0
Mir327	0	0	0	0
4930431P03Rik	0	2	0	1
Gm49364	0	0	0	0
Gm17173	1	0	0	0
Ptger2	1	0	0	0
Gm49180	0	0	0	0
Gm21010	0	0	0	0
Gm49181	0	0	0	0
Gm49183	0	0	0	0
Gm49184	0	0	0	0
Txndc16	5	44	253	92
Gm15765	0	0	6	3
Gpr137c	0	4	37	16
Gm49194	0	1	0	0
Ero1a	21	6	74	17
Psmc6	28	15	50	19
Styx	2	4	21	14
Gnpnat1	0	0	4	3
mmu-mir-1194	0	0	0	0
Gm34250	0	0	0	0
Fermt2	9	3	43	19
7SK	0	0	1	0
9630050E16Rik	1	0	4	0
4930527F14Rik	0	0	1	0
Gm41144	0	0	1	0
Gm5206	0	0	1	0
Gm49123	0	0	0	0
Gm15601	7	5	8	4
Gm49124	2	0	1	0
Ddhd1	25	22	105	58
Gm49125	1	2	7	7
Mir5131	0	0	0	0
A530076I17Rik	0	0	1	1
Gm7206	0	0	2	0
Gm15516	0	0	0	0
Gm15218	0	0	0	0
Gm8317	0	0	0	0
Gm15220	0	0	0	0
Gm46475	0	0	0	0
Gm49192	0	0	0	0
Gm6580	2	0	1	0
Gm37257	1	0	0	0
Ubb-ps	3	1	9	2
Gm15217	0	0	0	0
Bmp4	5	0	6	2
Gm15222	0	0	2	0
Gm15221	0	0	0	0
Gm48910	0	0	0	0
Gm48911	0	0	0	0
Gm34756	0	0	0	0
Gm48912	0	0	0	0
Gm49319	0	0	1	0
E130120K24Rik	0	0	0	0
Rubie	0	0	0	0
4933425B07Rik	0	0	0	1
Gm18761	0	0	0	0
D330046F09Rik	0	0	0	0
Gm48917	0	0	0	0
Gm48924	0	0	0	0
Cdkn3	0	1	2	6
Cnih1	12	4	30	5
Gm48933	0	0	1	0
Gm48939	0	0	4	1
Gmfb	40	7	76	34
Gm10101	1	0	4	2
Cgrrf1	3	1	30	6
Gm48949	0	1	6	1
Gm34934	0	0	0	0
Samd4	3	12	15	15
2810457G06Rik	0	0	0	0
Gm48958	0	0	2	2
Mir378c	0	0	0	0
Gm15562	0	0	0	0
Gm10371	0	1	4	2
Gm49132	0	0	3	1
Gch1	4	0	3	1
Gm49134	0	0	0	0
Gm18811	0	0	0	0
Gm49136	0	0	0	0
Gm49137	0	0	0	0
Wdhd1	2	8	12	6
Gm49149	0	0	0	0
Gm24378	0	0	0	0
Gm49150	0	0	0	0
Socs4	34	3	35	14
Gm9502	0	5	11	5
Mapk1ip1l	39	7	34	10
Gm49189	0	0	1	1
Gm49190	0	0	0	0
Lgals3	86	18	95	22
Dlgap5	14	0	5	2
Gm8353	0	0	0	0
Gm48975	0	0	0	1
Fbxo34	13	31	47	18
Gm48986	3	0	4	1
Gm35166	1	0	3	0
Atg14	3	7	14	2
Gm49004	0	0	0	0
Gm6616	0	0	0	0
Ktn1	42	38	250	90
4930538L07Rik	0	0	1	0
Gm41148	0	0	0	0
Gm49302	0	0	0	0
Gm35360	0	2	3	0
4930447J18Rik	0	0	1	0
Gm49303	0	0	0	0
Gm49304	0	0	0	0
Gm49305	0	0	1	0
Gm49306	0	0	0	0
Gm6055	0	0	0	0
Peli2	2	13	36	35
9530086P17Rik	0	0	3	1
Gm49310	0	0	4	1
Gm49307	0	0	0	3
Gm6498	0	0	0	0
1700128I11Rik	0	0	0	0
ENSMUSG00002076845	0	0	0	0
Gm18962	0	0	0	0
Gm3534	0	0	1	0
Tmem260	6	22	85	18
Gm49519	0	0	0	0
Gm49096	0	0	0	1
4930572G02Rik	0	0	1	0
Gm49120	0	0	0	0
Gm35766	0	0	0	0
Gm49151	0	0	0	0
U6	0	0	0	0
Otx2	0	0	0	0
Otx2os1	0	0	0	0
Gm49154	0	0	0	0
Gm48909	0	0	0	0
Gm25380	0	1	1	0
Gm49153	0	0	0	0
Gm49156	0	0	0	0
Gm22699	0	1	0	0
Gm49152	0	0	0	0
Gm46453	0	0	0	0
Gm49155	0	0	0	0
Gm534	0	0	0	0
4933429O19Rik	0	1	0	0
Gm23470	0	0	0	1
Exoc5	16	5	56	18
Gm49204	9	0	17	9
Ap5m1	17	5	26	15
Rpl19-ps3	0	0	1	0
Naa30	22	77	141	99
Gm48935	0	0	0	0
ccdc198	0	18	38	14
Gm48936	0	0	0	0
Slc35f4	0	0	5	0
Gm48940	0	0	0	0
Gm22116	0	0	0	0
ENSMUSG00002075370	0	0	0	0
Armh4	0	0	3	5
Gm16082	0	0	0	0
Gm36146	0	0	3	1
Gm48950	0	1	0	2
Gm48948	0	0	0	0
U6	0	0	0	0
Gm8417	0	0	2	0
Olfr722	0	0	0	0
Olfr723	0	0	0	0
Olfr724	0	0	0	0
Gm49133	0	0	0	0
Olfr725	0	0	0	0
Gm37194	2797	3832	7465	9085
Olfr726	0	0	0	0
Olfr727	0	0	0	0
Olfr728	0	0	0	0
Olfr729	0	0	0	0
Olfr730	0	0	0	0
Olfr731	0	0	1	0
Olfr732	0	0	0	0
Olfr733	0	10	2	2
Olfr734	0	1	0	0
Olfr735	0	0	0	0
Tlr11	1	1	0	4
Olfr736	0	0	0	0
Olfr738	0	0	0	0
Olfr737-ps1	0	0	0	0
Olfr739	0	0	0	0
Olfr740	0	0	0	0
Olfr741	0	0	0	0
Olfr742	0	2	0	0
Olfr743	0	0	0	0
Gm19109	0	0	0	0
Olfr744	0	0	0	0
Olfr745	0	0	0	0
Gm45192	0	0	0	0
Olfr746	0	0	0	0
Gm18762	0	0	0	0
Olfr747	0	0	0	0
Olfr748	1	0	0	1
U6	0	0	0	0
Olfr749	0	0	0	0
Ttc5	15	8	70	41
Gm10916	0	2	0	0
Gm48938	0	0	2	0
Ccnb1ip1	0	0	1	0
Rpph1	16	7	6	3
Parp2	14	11	35	21
Tep1	175	79	280	206
Gm26782	0	5	12	8
Klhl33	6	1	1	1
Osgep	4	8	36	20
U6	0	0	0	0
Apex1	3	6	16	4
Pip4p1	9	16	48	27
Pnp	44	1	31	9
Gm49342	0	0	0	0
Gm38316	0	0	0	0
Pnp2	3	7	2	0
Gm8518	0	1	1	0
Gm49038	0	0	1	0
Rnase10	0	69	629	23
Rnase9	0	51	1602	212
Rnase11	0	12	22	6
Rnase12	0	47	494	101
Olfr750	0	0	1	0
Rnase4	33	3	25	11
Ang	0	0	3	0
Eddm3b	0	24	250	73
Rnase6	0	0	25	9
1810028F09Rik	0	0	0	0
Rnase1	1	0	1	1
Rnase2b	0	0	1	0
Ear-ps1	0	0	0	0
Ang2	0	0	0	0
Ear14	0	0	0	0
Rnase2a	0	0	0	0
Gm49245	0	0	0	0
Gm21718	0	0	1	0
Gm7106	0	0	0	0
4930597G03Rik	0	0	2	0
Gm7107	0	0	0	0
Gm16289	0	0	0	0
Gm7247	1	0	1	2
Vmn2r-ps110	0	0	0	0
Vmn2r-ps111	0	0	0	0
Vmn2r88	0	0	0	2
Vmn2r-ps111	0	0	0	0
Vmn2r89	0	0	0	0
Gm5622	0	0	0	0
Gm16290	0	0	0	0
Gm17175	0	2	0	0
Gm19156	0	0	0	0
Gm17174	0	0	0	0
Gm19157	0	0	0	0
Gm17078	0	0	0	0
Gm19158	0	0	0	0
Gm4181	0	0	0	1
Gm17186	0	0	0	0
Gm17079	0	0	0	0
Gm5800	0	0	1	0
Gm49261	0	0	0	0
Ear-ps3	0	0	0	0
Ang4	41	0	1	0
Ear-ps4	0	0	0	0
AY358078	0	0	0	0
Gm6047	0	0	0	0
ENSMUSG00002075148	0	0	0	0
Ear-ps5	0	0	0	0
Ear6	0	0	0	0
Mettl17	8	6	13	14
Slc39a2	0	0	1	0
Ndrg2	13	8	90	13
Tppp2	6	187	86	79
Rnase13	0	2	265	24
